Curve 1_x,Curve 1_y,Curve 2_x,Curve 2_y,Curve 3_x,Curve 3_y,Curve 4_x,Curve 4_y
0.06108948141391046,-0.1320983440862733,0.06111091592790885,-0.5964944583673457,0.44855828382996066,1.3454521750872743,0.6422171357900917,3.7210631082843975
0.10948327440754557,0.9150530627477167,0.1095106620776356,0.3216769978653531,0.49696783656265797,2.051156064949481,0.6906374901885455,4.192740156879466
0.15787706740118157,1.9622044695816783,0.15791040822736324,1.2398484540980803,0.5453773892953553,2.756859954811631,0.7390578445870002,4.664417205474535
0.20627086039481668,3.0093558764156683,0.20631015437709,2.158019910330779,0.5937869420280517,3.462563844673838,0.7874781989854531,5.136094254069604
0.2546646533884527,4.056507283249658,0.25470990052681763,3.076191366563478,0.642196494760749,4.168267734535988,0.835898553383907,5.607771302664673
0.30305844638208956,5.103658690083591,0.3031096466765453,3.9943628227961767,0.6906060474934463,4.8739716243981945,0.8843189077823608,6.079448351259742
0.3514522393757247,6.150810096917581,0.3515093928262729,4.9125342790288755,0.7390156002261437,5.5796755142603445,0.9327392621808146,6.551125399854811
0.39984603236936067,7.1979615037516,0.39990913897599967,5.830705735261603,0.787425152958841,6.285379404122551,0.9811596165792675,7.022802448449852
0.4482398253629958,8.245112910585533,0.4483088851257273,6.7488771914943015,0.8358347056915383,6.991083293984701,1.0295799709777214,7.4944794970448925
0.4966336183566318,9.292264317419523,0.49670863127545495,7.667048647727,0.8842442584242347,7.696787183846908,1.078000325376176,7.9661565456399615
0.5450274113502669,10.339415724253513,0.5451083774251817,8.5852201039597,0.932653811156932,8.402491073709058,1.12642067977463,8.437833594235002
0.5934212043439029,11.386567131087475,0.5935081235749093,9.503391560192426,0.9810633638896293,9.108194963571265,1.1748410341730828,8.909510642830071
0.6418149973375389,12.433718537921465,0.6419078697246361,10.421563016425125,1.0294729166223267,9.813898853433415,1.2232613885715367,9.38118769142514
0.690208790331174,13.480869944755455,0.6903076158743637,11.339734472657824,1.077882469355024,10.519602743295621,1.2716817429699905,9.852864740020209
0.7386025833248109,14.528021351589388,0.7387073620240914,12.257905928890523,1.1262920220877213,11.225306633157771,1.3201020973684443,10.324541788615278
0.786996376318446,15.575172758423378,0.787107108173819,13.176077385123222,1.1747015748204186,11.93101052301995,1.3685224517668972,10.796218837210404
0.8353902667465549,16.620213168438028,0.8355067825728497,14.095803378323723,1.2231114733359263,12.6292227480956,1.4169429964370615,11.26377349503099
0.8837841842343357,17.664667308747454,0.8839064406570003,15.01588284664058,1.2715215453644175,13.323675673775625,1.465363639010616,11.729206996548697
0.9321781301027716,18.708506559161293,0.9323060967511108,15.936005430788981,1.3199318052725282,14.014058035278111,1.5137843899882668,12.192291835504477
0.9805721047996538,19.751721217920107,0.9807057640202421,16.855885899041454,1.368342266120834,14.700086864619266,1.5622052615947117,12.65276315386555
1.0289661090065207,20.79429651894594,1.0291054538741156,17.77527705056741,1.4167529367756018,15.38157006696207,1.610626263076841,13.110420610299428
1.0773601495942824,21.836083598441974,1.077505173647551,18.694019970547117,1.4651638212818785,16.05842000307962,1.6590474007037308,13.56512838017386
1.1257542392104503,22.87680843775854,1.1259049275094837,19.612024335600267,1.5135749216764367,16.730592544666052,1.7074686807444577,14.016750638856848
1.1741483910847679,23.916184403802816,1.174304719221361,20.52920865094748,1.5619862376743159,17.398093865568313,1.7558901079008304,14.465185517874062
1.2225426154213261,24.953990416694978,1.222704552889427,21.445483951454662,1.6103977674090428,18.06096440448357,1.80431168515066,14.91036850052518
1.270936916622257,25.990131100676706,1.271104434155851,22.36072799495284,1.658809508216259,18.71926188688073,1.8527334131208546,15.35228600434715
1.3193312996517612,27.024498902306362,1.3195043707002538,23.27477439626756,1.7072214569614257,19.373054225075833,1.9011552899306912,15.790978776729446
1.3677257698569933,28.056977971162297,1.367904370045527,24.18746016584018,1.755633610980186,20.022399144537474,1.949577311400783,16.226537367427085
1.416120332575887,29.087452656564977,1.4163044369979616,25.098681171452625,1.8040459682350898,20.66734078827119,1.9979994712098135,16.659098732943903
1.4645149918833429,30.11583467250358,1.4647045736472526,26.008392138227606,1.8524585299799536,21.307851991350503,2.04642176705912,17.088712675645382
1.5129097511075038,31.14205191207779,1.5131047793664907,26.916606648628374,1.9008713009165819,21.943830885301224,2.0948442008294252,17.515338448141506
1.5613046134566613,32.166034865034504,1.5615050518570142,27.823374505019927,1.949284286060239,22.575168810417694,2.1432667740879996,17.93894209427458
1.6096995943864307,33.18744867293816,1.6099053792280813,28.728953329943806,1.9976974681397568,23.20223996052985,2.1916894702204814,18.35988357761653
1.6580947021625212,34.20611425250084,1.6583057561718757,29.633458121588518,2.0461108450788767,23.825089319462137,2.240112287826779,18.778193232335155
1.706489935136661,35.22206731490104,1.7067061774589405,30.537002180334895,2.0945244143311594,24.44377205788672,2.2885352267606125,19.193874227672012
1.7548852800643893,36.23559481206016,1.7551066379381846,31.439697108755553,2.142938172879986,25.058353533323015,2.3369582881295186,19.606902567941972
1.803280720536672,37.247052259041766,1.803507134260876,32.34161545984165,2.1913521180221878,25.66889231205883,2.3853814735112158,20.01724407061269
1.8516762417100638,38.25676125113321,1.8519076648806445,33.24279073700245,2.239766246427693,26.275460542845224,2.4338047844834207,20.424864553151764
1.9000718301891606,39.26501201055717,1.9003082306803813,34.143203811602206,2.2881805541395197,26.878143956896565,2.4822282223103977,20.82973662425823
1.9484674843974519,40.271838693723,1.9487088349722512,35.04278292296024,2.3365950375141384,27.477021494195355,2.530651788413138,21.231829497015525
1.9968632104828243,41.277108101689805,1.9971094828707754,35.94141726081418,2.3850096929080227,28.07217209472438,2.5790754828020903,21.63114294504925
2.045259011301898,42.280758343448355,2.0455101788635686,36.839009597364736,2.4334245166776434,28.663674698466338,2.6274993036069807,22.02771748937468
2.0936548897112948,43.28272752798961,2.0939109274382446,37.735462704812704,2.481839505179475,29.251608245403787,2.675923248644078,22.42160044223877
2.1420508480974547,44.28296395115191,2.142311734022779,38.63065898166414,2.530254653829626,29.836072049214266,2.724347315886382,22.81283572027249
2.190446888690092,45.2814193043894,2.19071260498551,39.52446045273001,2.5786699548051857,30.41723559963529,2.772771503620345,23.20146044887531
2.2388430135621906,46.27804867477198,2.2391135466947745,40.416729142821566,2.6270853979845796,30.995318188769346,2.821195809975693,23.587515149062597
2.2872392243165596,47.272817336216974,2.2875145650487294,41.30733726359725,2.675500971917785,31.570567890605474,2.8696202320373043,23.97106297928829
2.335635522556002,48.265690562641794,2.335915666415711,42.19614683986828,2.7239166638263335,32.14326156101902,2.9180447663153934,24.352179548597576
2.3840319092208793,49.25664798035149,2.3843168472223466,43.083235291674924,2.772332459492856,32.71370723087216,2.966469407481245,24.730980307927865
2.4324283864382004,50.24564350598877,2.43271808543283,43.9690800425995,2.82074834643144,33.282175417557426,3.0148941466014243,25.107658807380062
2.4808249575216212,51.23260534653383,2.4811193611428424,44.85411233584898,2.869164313618958,33.848904946053125,3.0633189730185,25.48244594882894
2.529221625551048,52.21746677328508,2.5295206630680447,45.73857665576159,2.9175803601598282,34.413915219878106,3.1117438793663075,25.855501326217222
2.5776183841257545,53.200366463192154,2.577921988784394,46.62252552119497,2.9659964962263734,34.97698584739703,3.1601688615699457,26.226913225555876
2.626015217777142,54.18163955598908,2.6263233379261948,47.50596685525278,3.014412734306542,35.53784626711851,3.2085939158679686,26.59676314162428
2.6744121100737592,55.16164205234875,2.6747247123323756,48.38886081604272,3.062829089674085,36.09616556084785,3.2570190410065614,26.965078239348827
2.722809055499546,56.14049346219255,2.7231261147299843,49.27114831984997,3.1112455795262184,36.651571136923394,3.305444238709719,27.331821166955734
2.7712060634615625,57.11798997394325,2.7715275466862916,50.15279541051635,3.159662221808177,37.203674197335545,3.35386951477634,27.696866286660054
2.8196031419493366,58.09395848801867,2.8199290064772997,51.03383943981581,3.208079034230103,37.75209103749833,3.4022948792369467,28.059996279050466
2.8680002947259897,59.068317473322764,2.8683304928491946,51.914307572674716,3.2564960309757813,38.29651435418137,3.4507203458835063,28.420912329935987
